ABN,Name,Main activity,Charity size,Full time staff,Part time staff,Volunteers
84368440949,Asbestos Diseases Society Of South Australia Incorporated,,Small,1,2,5
84372929159,Bombala RSL sub-Branch (RSL NSW),,Small,0,0,8
84373585097,Warrnambool & District Base Hospital Auxiliary South West Healthcare,Other recreation and social club activity,Small,0,0,25
84375259060,Confraternity Of Christian Doctrine,Religious activities,Large,7,4,2300
84378990136,Rise Network Inc,Other activity,Large,109,195,80
84380239820,Transform4Life Inc.,Other education,Small,1,0,10
84384933581,The Assoc For Qualitativeresearch,Research,Small,0,0,4
84385401739,The Trustee For Leslie Cranbourne Estate,Culture and arts,Medium,0,5,0
84386671355,THE TRUSTEE FOR THE PRESHIL FOUNDATION ANCILLARY FUND,Other education,Small,0,0,1
84387753029,Tillegerry Uniting Church,Religious activities,Small,0,3,18
84395701273,Anglican Parish Of Central Yorke Peninsula,Religious activities,Small,1,0,11
84395949106,Wattle Hill Kindergarten Inc,Other education,Small,0,3,10
84396127090,Association Of Principals Of Catholic Secondary Schools,Primary and secondary education,Small,0,1,0
84398749562,Chertseydale Community Cottage Incorporated,"Economic, social and community development",Small,0,0,10
84400515739,Mount Kembla P&C Association,Primary and secondary education,Small,0,0,20
84401489462,Zions Hill Church Inc,Religious activities,Medium,1,1,25
84406256361,Returned & Services League Of Australia (Queensland Branch) Atherton Sub Branch Inc,,Small,0,0,5
84406837449,St Flannan's Parish School Parents And Friends Association,Primary and secondary education,Small,0,2,12
84408335307,Seton Catholic College,Primary and secondary education,Large,60,40,20
84408933983,Compassion North Incorporated,"Economic, social and community development",Small,0,0,10
84411986312,Uca - Beeac Uniting Church,,Small,0,0,25
84413249965,Australian Guild Of Music Education Incorporated,Higher education,Medium,4,4,2
84415454122,St John's Catholic Primary School Trangie Parents And Friends Association,Primary and secondary education,Small,0,0,10
84419431751,Kiama High School P&C Assn,Primary and secondary education,Small,0,2,50
84419793939,Tyabb Pre School Inc,Other education,Small,0,4,11
84423959483,K9 Rescue Group,,Medium,1,0,87
84424768835,Catholic Parish Of St Mark Drummoyne,Religious activities,Medium,0,4,43
84426798463,Uca - Engadine Uniting Care Childrens Services,Other activity,Medium,0,16,0
84427081024,Australia (Nationwide) I-Kuan Tao Headquarters Inc,,Medium,1,0,30
84427632385,Trinity Lutheran Church Bordertown,Religious activities,Small,0,0,100
84431103381,Torquay RSL Sub-Branch Patriotic Fund,,SMALL,0,0,0
84432173882,Wellington Point Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,68
84433152206,For A Good Claws Incorporated,Animal protection,Small,0,0,1
84433258035,Just Manna Incorporated,Emergency and relief,Small,0,0,11
84434325647,Carwoola Community Association Incorporated,Other activity,Small,0,0,10
84435086702,Victoria State Emergency Service Phillip Island Unit,Emergency and relief,Small,0,0,19
84436992411,Uca - Gunbower,,Small,0,0,10
84437005743,Bass Hill Public School Parents And Citizens Association,,Small,0,0,5
84438069700,Rembrandt Living Incorporated,Aged care activities,Large,7,100,50
84438432132,The Trustee For The Marian & Eh Flack Trust,Grant-making activities,Large,0,0,0
84439052624,Province of Sydney and Archdiocese of Canberra & Goulburn,Religious activities,Medium,0,0,0
84442828002,Baptist Church Lilydale,Religious activities,Medium,1,9,80
84446891566,The Trustee For The Orloff Family Charitable Trust,Grant-making activities,Medium,0,0,0
84447061693,Sawyers Valley Primary School Parents And Citizens Association Inc,Primary and secondary education,Small,0,0,20
84448399138,Geps Fund Raising Committee,,Small,0,0,10
84448461433,All Saints Anglican Church Oatley West,Religious activities,Small,0,1,60
84450690493,Church Property Trust - Enfield St Thomas - Legacy,Religious activities,Small,0,0,11
84451762302,Hobart Hebrew Congregation,Religious activities,Small,0,0,15
84451960087,Bindarra Childrens Day Care Centre,Other education,Medium,5,9,0
84454669979,Uniting Church In Australia Nedlands Church,Religious activities,Medium,2,4,0
84454942130,Road Trauma Support Team Of Sa Association Incorporated,,Small,0,0,6
84458775541,Azeemia Foundation Of (Sa) Incorporated,Other activity,Small,0,0,0
84463189678,The Corporation Of The Synod Of The Diocese Of Brisbane,Religious activities,Small,1,2,50
84463231324,Anglican Parish Of Wellington,Religious activities,Small,1,0,6
84463240266,Hamilton Rsl Sub-Branch Building Patriotic Fund No 2752,,SMALL,0,0,0
84473170391,Dalkeith Baptist Church,Religious activities,Small,1,1,0
84475359470,The Corporation Of The Diocesan Synod Of North Queensland,Religious activities,Large,12,2,20
84475812136,Anglican Church Of Australia Leeton,,Small,0,0,15
84478385835,Australian Antigonish Co-Operative Development Limited,"Economic, social and community development",Small,0,0,5
84479712103,The Trustee For The Sarah Hilt Foundation,Grant-making activities,Small,0,0,3
84479929689,Tamborine Mountain Primary P&C Association,Primary and secondary education,Small,0,5,50
84483125421,Metropolitan Andrei Sheptytsky School Building Fund,,Small,0,0,0
84485361177,The Trustee For The Vasanta Scholarship,,Small,0,0,0
84486775329,Qcwa Branch Urangan,,Small,0,0,26
84487147643,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Holy Family Gowrie,Primary and secondary education,Large,27,28,0
84490129361,Lutheran Church Of Australia South Australia And Northern Territory Districtincorporated,,Large,14,11,0
84490162765,Chamber Made Inc,Culture and arts,Medium,1,4,0
84491107841,The Trustee For The NSW Stud Merino Breeders' Association Limited Trust,Grant-making activities,Small,2,1,0
84491425890,The Spiritual Assembly Of The Baha'Is Of Knox,Religious activities,Small,0,0,0
84493068020,Patmiaki Brotherhood Saint Christodoulos NSW,Other activity,Small,0,0,0
84495053605,Environment Victoria Inc,Environmental activities,Large,5,14,700
84498792257,Astley Care Inc,Aged care activities,Large,14,85,21
84499397020,Uca-Northmead,Religious activities,Medium,1,6,30
84500884076,Essendon Citizens Advice Bureau,,Small,0,0,31
84501159320,Uca - Camberwell Uniting Church,Religious activities,Small,1,1,50
84502379223,Spoken Word Tabernacle Inc.,,Small,0,0,25
84505051645,Emmanuel College,Higher education,Large,30,4,0
84506994911,St Thomas Rozelle Pre School Kindergarten,Other education,Large,11,4,12
84512506043,The Australian Institute Of Tibetan Healing Practices,,Small,0,0,40
84515042040,Key Employment Association Limited,Employment and training,Large,54,5,0
84518261908,A4 Community Care Services Inc,,Small,1,2,6
84518722069,Bordertown And District Agricultural Museum Incorporated,Other recreation and social club activity,Small,0,0,16
84521764802,North Beach Baptist Church Inc,,Medium,4,3,200
84522755432,Australian Fabry Association Inc.,,Small,0,0,3
84523474906,Eastern Hills Branch Wildflower Society Of Wa (Inc),Environmental activities,Small,0,0,50
84523955797,Southwood Rural Fire Brigade,Other activity,Small,0,0,35453
84527530544,Holy Apostles Anglican Parish Sunshine Braybrook,Religious activities,Small,0,0,0
84528010863,Unkya Local Aboriginal Land Council,Other activity,Medium,1,3,0
84529378370,Unitingcare Lithgow,Other activity,Large,3,36,2
84530647942,Rumbalara Aboriginal Co-Operative Limited,"Economic, social and community development",Large,88,107,0
84531691659,The Trustee For The Silver Lining Foundation,,Small,0,0,6
84534439034,Banksia Foundation,Other activity,Medium,2,0,98
84534472438,Nepean Centre Inc,,Medium,0,10,0
84535370679,Wings of Faith Assembly AFM,Religious activities,Small,0,0,30
84537473256,Christian Revival Crusade National Council,Religious activities,Large,0,2,3
84540957827,Australian New Veterans and Service Personnel Association Incorporated,Mental health and crisis intervention,Small,0,0,12
84544014924,Tintinhull P&C Association,Primary and secondary education,Small,0,12,10
84545548065,Moe Christadelphian Ecclesia,Religious activities,Small,0,0,13
84545930515,Gold Coast Disability Advocacy Inc,Civic and advocacy activities,Small,0,3,7
84546227207,The Trustee For John Burge Trust Fund,Grant-making activities,Small,0,0,0
84558203219,Rosebank P&C Association,Primary and secondary education,Small,0,0,40
84559445133,Jupiter Mosman Housing Company LTD,Housing activities,Medium,5,2,0
84560227187,Banyule Nillumbik Local Learning And Employment Network,,Medium,4,4,30
84561282579,Catholic Parish Of St Mary Immaculate Mother Of God Bellingen - Mt St Johns Primary P & F Assoc,Religious activities,Small,0,0,12
84563239680,Port Kembla Surf Life Saving Club Incorporated,Emergency and relief,Small,0,0,140
84565810151,Sacred Heart College,Primary and secondary education,Large,95,69,0
84565874939,Ball Bay Haliday Bay Rural Fire Brigade,Other activity,Small,0,0,35453
84568263554,Mt Hawthorn Baptist Church Inc.,,Medium,4,2,50
84572437441,South Australian Commission For Catholic Schools Incorporated,Primary and secondary education,Large,0,0,0
84572612309,Chinese Christian Herald Center (Australia),Religious activities,Small,0,2,70
84574215024,St Mary's School Mount Evelyn,Primary and secondary education,Large,16,17,20
84574830791,North Ryde Community Pre-School Inc,,Medium,1,11,0
84575861770,Happy Yess Community Arts Incorporated,Culture and arts,Small,0,10,20
84576293052,The Friends Of Mcgregor Schools Inc.,,Small,0,0,3
84577277925,Saint Peter & Pauls Church,Religious activities,Small,0,0,50
84578918915,Won Buddhism Of Gosford Association Incorporated,Religious activities,Small,2,0,0
84580582185,Multi Agency Community Housing Assn Inc,,Small,0,0,0
84581372939,Loxton Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,38
84583033445,Uniting Church In Australia Scoresby,Religious activities,Small,0,0,40
84588169040,Macarthur District Temporary Family Care Inc,Social services,Large,23,27,20
84590870735,Flinders Island Catholic Parish,Religious activities,Small,0,0,72
84591902259,Beth Rivkah Library,Primary and secondary education,Large,1,1,0
84594873037,Holy Apostolic Catholic Assyrian Church Of The East Property Trust,Other education,Large,0,0,40
84595896882,Bigga Public School P&C Association Inc,,Small,0,0,0
84599074377,3G Harvesting Ministries Inc,"Economic, social and community development",Small,0,0,5
84603693288,St Joseph's School Rochester,Primary and secondary education,Large,7,8,12
84605520460,The Trustee For The Goda Firkins Educational Trust,Other education,Medium,0,0,4
84606934612,Catholic Parish Of Our Lady Of Mount Carmel Waterloo,Religious activities,Small,0,2,1
84607801657,Caretakers Cottage Inc,,Large,20,4,8
84611047499,Saint Albans Anglican Parish Kooringal Wagga Wagga,Religious activities,Small,0,0,10
84615401812,Youth Opportunities Association (Sa),Other education,Large,4,5,10
84616524547,Revesby Congregational Church,Religious activities,Small,1,0,16
84621509519,Fairview Village Limited,Aged care activities,Large,8,84,34
84621704503,Country Awareness Network Victoria Inc,Other activity,Small,1,1,30
84621973784,Kinderlink Incorporated,Other education,Medium,2,10,9
84622070126,THE TRUSTEE FOR THE CRUTHERS ART FOUNDATION,Culture and arts,Small,0,0,1
84622319244,Uca-St Lukes Highton,Religious activities,Small,0,1,50
84623037827,Coburg Baptist Church,Religious activities,Small,1,0,5
84623518622,Beechworth Kindergarten Inc,Other education,Medium,1,3,10
84623588389,Gippsland East Local Learning & Employment Network,,Medium,1,5,0
84623634501,Ngaanyatjarra Charitable Trust,Income support and maintenance,Small,0,0,0
84627987359,Newcastle Sre Board Incorporated,,Small,0,3,30
84630343914,Congregational Church Jannali,Religious activities,Small,0,1,12
84632716528,Fight 4 Life Youth Club Inc.,Other activity,Small,0,0,7
84633910355,Aids Council Of New South Wales Inc,Other health service delivery,Small,98,0,300
84634479790,Australian Indigenous Ministries Inc.,Religious activities,Medium,0,0,47
84636226258,Life Stream Services inc.,Social services,Large,14,38,70
84641487656,Hannaford Primary P & C Association,Other education,Small,0,0,30
84642113009,Crest Community Baptist Church,Religious activities,Small,1,0,10
84642785660,Wynnum General Gordon Community Pre School,Other education,Medium,4,3,0
84642924726,The Anglican Parish Of Magill,Religious activities,Medium,1,2,100
84647856546,Donvale Presbyterian Church,Religious activities,Medium,2,4,20
84648023309,Oakhurst Parish - Apct (1318),Religious activities,Small,0,0,11
84648346828,St Paul Lutheran School Inc,Primary and secondary education,Large,25,29,8
84649862010,New Beginnings Christian Church,Religious activities,Small,0,2,1
84650986294,Chinese Sa Christian Church Inc,Religious activities,Small,2,0,40
84653151824,Caroline Chisholm Catholic College,Primary and secondary education,Large,221,34,0
84663114630,Missionary Sisters Of Christ The King (Qld),,Small,0,0,0
84663295783,Sollow Rural Fire Brigade,Other activity,Small,0,0,35453
84667248065,Alternative 3 Incorporated,Other activity,Small,0,0,40
84668056396,Buckingham Uniting Church,,Small,0,0,12
84669625264,Cradle Inc,Other activity,Small,0,0,5
84669846211,The Trustee For Viveash Bequest,Religious activities,Small,0,0,0
84670394418,Uca - Kingsgrove West Bexley Parish,Religious activities,Small,1,0,20
84671295106,Child And Family Welfare Association Of Sa Inc,Other activity,Medium,0,2,0
84673126019,Cawdor Uniting Church,Religious activities,Small,0,1,0
84673762053,Presbyterian Church Smeaton,Religious activities,Small,0,1,18
84676854994,Siloam Korean Presbyterian Church,Religious activities,Medium,3,2,150
84677002933,The Trustee for The Victorian Association of Psychoanalytic Psychotherapists Trust,Other activity,Small,0,0,7
84679300784,CAULFIELD RSL SUB-BRANCH WELFARE PATRIOTIC FUND,,SMALL,0,0,0
84684616102,Bendigo Diocesan Trusts Corporation,,Small,0,0,0
84685859327,Rochester RSL Sub-Branch Welfare Patriotic Fund,,SMALL,0,0,0
84685913748,The Trustee For The Edward William Baxter & Girlie May Baxter Memorial Trust,Grant-making activities,Small,0,0,0
84689423478,Presbyterian Church Of Australia Terrigal,Religious activities,Small,1,0,0
84690246401,The Trustee For A M Mcclelland Estate,Culture and arts,Medium,0,0,0
