uniqid,Name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1,ABN,ABN status,ABN lookup name,ABN lookup score
474,Australian Local Government Association,Institutional group,12.0,1947.0,ACT,public administration and defence compulsory social security,aus government,31008613876.0,Active,AUSTRALIAN LOCAL GOVERNMENT ASSOCIATION LIMITED,100.0
475,Australian Local Government Women's Association Inc,Professional group,0.0,1951.0,NSW,public administration and defence compulsory social security,occupational association,58853856904.0,Active,AUSTRALIAN LOCAL GOVERNMENT WOMEN'S ASSOCIATION,100.0
476,Australian Lot Feeders Association,Business association,2.0,1972.0,NSW,agriculture forestry and fishing,business organization,16009928018.0,Active,AUSTRALIAN LOT FEEDERS ASSOCIATION,100.0
477,Australian Lowline Cattle Association Inc,Business association,0.5,1993.0,QLD,agriculture forestry and fishing,business organization,98216776682.0,Active,AUSTRALIAN LOWLINE CATTLE ASSOCIATION INC.,100.0
478,Australian Lung Foundation,Citizen group,11.0,1990.0,QLD,,disabled and health advocacy,36051131901.0,Active,Australian Lung Foundation,100.0
479,Australian Lychee Growers' Association,Business association,1.0,,QLD,agriculture forestry and fishing,business organization,45591381594.0,Active,AUSTRALIAN LYCHEE GROWERS ASSOCIATION,100.0
480,Australian Macadamia Society Ltd,Business association,6.0,1974.0,NSW,agriculture forestry and fishing,business organization,19010689415.0,Active,AUSTRALIAN MACADAMIA SOCIETY LIMITED,100.0
481,Australian Malaysian Singaporean Association Inc,Leisure group,0.0,1970.0,NSW,,identity groups,54189884285.0,Active,AUSTRALIAN MALAYSIAN SINGAPOREANASSOCIATION INC,100.0
482,Australian Mammal Society,Professional group,0.0,1961.0,WA,professional scientific and technical activities,occupational association,37728182200.0,Active,THE AUSTRALIAN MAMMAL SOCIETY,100.0
483,Australian Mango Industry Association Ltd,Business association,1.0,2000.0,QLD,agriculture forestry and fishing,business organization,50713775301.0,Active,AUSTRALIAN MANGO INDUSTRY ASSOCIATION,100.0
485,Australian Manufacturing Workers' Union,Trade union,,1852.0,NSW,manufacturing,union,59459725116.0,Active,AUSTRALIAN MANUFACTURING WORKERS' UNION,100.0
487,Australian Marathon Swimming Federation,Leisure group,1.0,1973.0,TAS,,recreational,30087348329.0,Active,AUSTRALIA MARATHON,94.0
489,Australian Marine Conservation Society,Citizen group,7.0,1965.0,QLD,,public interest,53409718351.0,Active,AUSTRALIAN MARINE CONSERVATION SOCIETY INC,100.0
491,Australian Marine Sciences Association,Professional group,0.5,1962.0,QLD,professional scientific and technical activities,occupational association,35279182164.0,Active,AUSTRALIAN MARINE SCIENCES ASSOCIATION INC,100.0
492,Australian Maritime Officers Union,Trade union,,1904.0,NSW,public administration and defence compulsory social security,union,56181230800.0,Active,AUSTRALIAN MARITIME OFFICERS UNION,100.0
493,Australian Market and Social Research Society,Professional group,4.0,1955.0,NSW,professional scientific and technical activities,occupational association,19002882635.0,Active,AUSTRALIAN MARKET AND SOCIAL RESEARCH SOCIETY,100.0
494,Australian Marketing Institute,Professional group,,1933.0,NSW,professional scientific and technical activities,occupational association,30000026586.0,Active,AUSTRALIAN MARKETING INSTITUTE,100.0
495,Australian Mathematical Sciences Institute,Professional group,8.0,2002.0,VIC,professional scientific and technical activities,occupational association,27846941395.0,Active,Australian Institute of Mathematics & Science Pty Ltd,89.0
496,Australian Mathematical Society Inc,Professional group,1.5,1956.0,ACT,professional scientific and technical activities,occupational association,80494677202.0,Active,AUSTRALIAN MATHEMATICAL SOCIETY INCORPORATED,100.0
497,Australian Mathematics Trust,Service Group,12.0,1992.0,ACT,,education,39120172502.0,Active,AMTT LIMITED AS TRUSTEE FOR AUSTRALIAN MATHEMATICS TRUST,100.0
498,Australian Meals on Wheels Association,Hybrid group,,1989.0,SA,,social welfare and poor,41525636231.0,Active,AUSTRALIAN MEALS ON WHEELS ASSOCIATION INC,100.0
500,Australian Medical Association Ltd,Professional group,,1962.0,ACT,human health and social work activities,occupational association,81000001614.0,Active,AUSTRALIAN MEDICAL ASSOCIATION,100.0
501,Australian Medical Students' Association Ltd,Professional group,1.0,1960.0,ACT,education,occupational association,67079544513.0,Active,AUSTRALIAN MEDICAL STUDENTS ASSOCIATION LTD,100.0
502,Australian Melon Association,Business association,1.0,,QLD,agriculture forestry and fishing,business organization,36990325012.0,Active,AUSTRALIAN MELON ASSOCIATION INC.,100.0
503,Australian Mensa Inc,Leisure group,0.5,1964.0,WA,,recreational,58020031207.0,Active,AUSTRALIAN MENSA INC,100.0
505,Australian Meteorological and Oceanographic Society,Leisure group,0.5,1988.0,VIC,,recreational,47970713012.0,Active,AUSTRALIAN METEOROLOGICAL AND OCEANOGRAPHIC SOCIETY,100.0
506,Australian Military Medicine Association,Professional group,1.0,1991.0,TAS,human health and social work activities,occupational association,81485060729.0,Active,AUSTRALIAN MILITARY MEDICINE ASSOCIATION,100.0
507,Australian Milking Machine Trade Association,Business association,,1979.0,VIC,manufacturing,business organization,58957370822.0,Cancelled,AUSTRALIAN MILKING MACHINE TRADE ASSOCIATION,100.0
508,Australian Mines and Metals Association Inc,Business association,,1918.0,VIC,mining and quarrying,business organization,32004078237.0,Active,AUSTRALIAN MINES & METALS ASSOCIATION INC,100.0
509,Australian Miniature Goat Association,Business association,0.0,2004.0,NSW,agriculture forestry and fishing,business organization,60169787099.0,Active,MINIATURE GOAT BREEDERS ASSOCIATION OF AUSTRALIA INC.,93.0
510,Australian Mining History Association,Leisure group,0.0,1995.0,WA,,recreational,96220329754.0,Active,AUSTRALIAN MINING HISTORY ASSOCIATION INC.,100.0
511,Australian Mobile Telecommunications Association,Business association,8.0,1994.0,ACT,information and communication,business organization,98065814315.0,Active,AUSTRALIAN MOBILE TELECOMMUNICATIONS ASSOCIATION LIMITED,100.0
512,Australian Model Railway Association,Leisure group,,,NSW,,recreational,93381859617.0,Active,AUSTRALIAN MODEL RAILWAY ASSOCIATION INC,100.0
513,Australian Motor Industry Federation,Business association,5.0,1988.0,ACT,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,65147996432.0,Cancelled,Australian Motor Industry Federation,100.0
515,Australian Multiple Birth Association,Service Group,,1974.0,NSW,,disabled and health advocacy,19088772276.0,Active,AUSTRALIAN MULTIPLE BIRTH ASSOCIATION,100.0
517,Australian Music Association,Business association,0.5,1977.0,VIC,arts entertainmnent and recreation,business organization,58026169284.0,Active,AUSTRALIAN MUSIC ASSOCIATION INCORPORATED,100.0
518,Australian Music Centre Ltd,Professional group,4.0,1974.0,NSW,arts entertainmnent and recreation,occupational association,52001250595.0,Active,AUSTRALIAN MUSIC CENTRE LTD,100.0
520,Australian Music Retailers Association,Business association,1.0,1991.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,99061924758.0,Active,AUSTRALIAN MUSIC RETAILERS ASSN,100.0
521,Australian Music Therapy Association,Professional group,0.5,1975.0,VIC,human health and social work activities,occupational association,11881946262.0,Active,AUSTRALIAN MUSIC THERAPY ASSOCIATION INCORPORATED,100.0
522,Australian Nashi Growers Association,Business association,0.0,,VIC,agriculture forestry and fishing,business organization,31007358312.0,Active,AUSTRALIAN NASHI GROWERS ASSOCIATION LIMITED,100.0
523,Australian National Association of Teachers of Singing,Professional group,0.0,,NSW,arts entertainmnent and recreation,occupational association,29410325548.0,Active,AUSTRALIAN NATIONAL ASSOCIATION OF TEACHERS OF SINGING,100.0
524,Australian National Budgerigar Council Inc,Leisure group,0.0,1981.0,NSW,,public interest,46620174965.0,Active,AUSTRALIA NATIONAL BUDGERIGAR COUNCIL,100.0
525,Australian National Choral Association Inc,Leisure group,0.5,1990.0,QLD,,arts and cultural,84529930920.0,Active,AUSTRALIAN NATIONAL CHORAL ASSN INC,100.0
526,Australian National Committee on Refugee Women,Citizen group,,1985.0,NSW,,public interest,80292839867.0,Active,The Australian Women,88.0
527,Australian National Dance Association,Leisure group,,,NSW,,arts and cultural,45566241095.0,Active,THE AUSTRALIAN NATIONAL DANCE ASSOCIATION INCORPORATED,100.0
528,Australian National Four Wheel Drive Council,Citizen group,0.0,1984.0,ACT,,recreational,40672552892.0,Active,AUSTRALIAN NATIONAL FOUR WHEEL DRIVE COUNCIL INC,100.0
529,Australian National Kennel Council,Citizen group,1.0,1958.0,QLD,,public interest,76229736918.0,Cancelled,AUSTRALIAN NATIONAL KENNEL COUNCIL,100.0
530,Australian National Sportfishing Association,Business association,0.0,,NSW,arts entertainmnent and recreation,business organization,80063293514.0,Active,AUSTRALIAN NATIONAL SPORTFISHING ASSOCIATION,100.0
531,Australian Natural Therapists Association,Professional group,4.0,1955.0,QLD,human health and social work activities,occupational association,68000161142.0,Active,AUSTRALIAN NATURAL THERAPISTS ASSOCIATION LTD,100.0
532,Australian Naturopathic Practitioners Association,Professional group,0.0,1975.0,VIC,human health and social work activities,occupational association,68360569945.0,Active,AUSTRALIAN NATUROPATHIC PRACTITIONERS ASSOCIATION,100.0
533,Australian Network for Art and Technology,Leisure group,5.0,1988.0,SA,,arts and cultural,26670446106.0,Active,AUSTRALIAN NETWORK FOR ART & TECHNOLOGY,100.0
534,Australian Network on Disability,Service Group,7.0,2000.0,NSW,,disabled and health advocacy,92456457335.0,Active,AUSTRALIAN NETWORK ON DISABILITY LTD,100.0
535,Australian Newsagents' Federation Ltd,Business association,18.0,1995.0,NSW,information and communication,business organization,14008295038.0,Active,AUSTRALIAN NEWSAGENTS FEDERATION LTD,100.0
537,Australian Numismatic Society,Professional group,0.0,1913.0,NSW,arts entertainmnent and recreation,occupational association,60943302443.0,Active,Australian Numismatics,93.0
538,Australian Nursing and Midwifery Council,Professional group,17.0,1992.0,ACT,human health and social work activities,occupational association,91021040318.0,Active,AUSTRALIAN NURSING & MIDWIFERY COUNCIL INC,100.0
539,Australian Nursing Federation,Trade union,15.0,1924.0,ACT,human health and social work activities,union,79757959435.0,Active,AUSTRALIAN NURSING FEDERATION,100.0
540,Australian Nut Industry Council,Business association,1.0,,QLD,agriculture forestry and fishing,business organization,20321554497.0,Active,AUSTRALIAN NUT INDUSTRY COUNCIL INC,100.0
541,Australian Oilseeds Federation,Business association,,,NSW,agriculture forestry and fishing,business organization,65887338647.0,Active,AUST OILSEEDS FEDERATION INC,100.0
542,Australian Olive Association Ltd,Business association,,1996.0,SA,agriculture forestry and fishing,business organization,57072977489.0,Active,AUSTRALIAN OLIVE ASSOCIATION LIMITED,100.0
543,Australian Olympic Committee,Leisure group,22.0,,NSW,,recreational,33052258241.0,Active,AUSTRALIAN OLYMPIC COMMITTEE,100.0
544,Australian Orthopaedic Association,Professional group,8.0,1936.0,NSW,human health and social work activities,occupational association,45000759795.0,Active,AUSTRALIAN ORTHOPAEDIC ASSOCIATION,100.0
545,Australian Orthotic Prosthetic Association Inc,Professional group,1.0,1975.0,VIC,human health and social work activities,occupational association,44806679930.0,Cancelled,AUSTRALIAN ORTHOTIC PROSTHETIC ASSOCIATION INCORPORATED,100.0
546,Australian Osteopathic Association,Professional group,5.0,1940.0,NSW,human health and social work activities,occupational association,15004336556.0,Active,AUSTRALIA OSTEOPATHIC ASSOCIATION,100.0
548,Australian Outward Bound Foundation,Service Group,100.0,1956.0,ACT,,age,57000250635.0,Active,THE AUSTRALIAN OUTWARD BOUND FOUNDATION,100.0
549,Australian Packaging and Processing Machinery Association,Business association,0.5,1983.0,NSW,manufacturing,business organization,62051388053.0,Active,AUSTRALIAN PACKAGING AND PROCESSING MACHINERY ASSOCIATION LIMITED,100.0
550,Australian Pain Society,Citizen group,0.5,1979.0,NSW,,disabled and health advocacy,15008629141.0,Active,AUSTRALIAN PAIN SOCIETY LTD,100.0
551,Australian Paint Manufacturers' Federation Inc,Business association,3.0,1947.0,NSW,manufacturing,business organization,66944215048.0,Active,AUSTRALIAN PAINT MANUFACTURERS FEDERATION,100.0
552,Australian Parachute Federation,Leisure group,8.0,1962.0,QLD,,recreational,75061266510.0,Active,AUSTRALIAN PARACHUTE FEDERATION,100.0
553,Australian Parents Council Inc,Citizen group,2.0,1962.0,TAS,,education,29984203605.0,Active,AUSTRALIAN PARENTS COUNCIL INC,100.0
554,Australian Payments Clearing Association Ltd,Business association,,1992.0,NSW,financial and insurance activities,business organization,12055136519.0,Active,AUSTRALIAN PAYMENTS CLEARING ASSOCIATION LIMITED,100.0
555,Australian Pecan Growers Association,Business association,0.0,,NSW,agriculture forestry and fishing,business organization,81822610172.0,Active,AUSTRALIAN PECAN GROWERS ASSOCIATION INCORPORATED,100.0
556,Australian Pedorthic Medical Grade Footwear Association,Professional group,,1970.0,NSW,human health and social work activities,occupational association,84854582883.0,Active,AUSTRALIAN PEDORTHIC MEDICAL GRADE FOOTWEAR ASSOCIATION INCORPORATED,100.0
557,Australian Performing Arts Centre Association,Business association,1.0,,WA,arts entertainmnent and recreation,business organization,32845674248.0,Active,AUSTRALIAN PERFORMING ARTS CENTRES ASSOCIATION INCORPORATED,97.0
558,Australian Petroleum Production & Exploration Association Ltd,Business association,33.0,1959.0,ACT,mining and quarrying,business organization,66158618323.0,Cancelled,Australian Petroleum Products Company,100.0
559,Australian Philatelic Federation,Leisure group,0.0,,WA,,recreational,42008603763.0,Active,AUST PHILATELIC FEDERATION LIMITED,100.0
560,Australian Philatelic Society,Leisure group,0.0,1977.0,VIC,,recreational,85081158356.0,Active,AUSTRALIAN PHILATELIC SOCIETY INCORPORATED,100.0
561,Australian Photographic Collectors' Society Inc,Leisure group,0.0,1976.0,VIC,,recreational,55567464974.0,Active,AUSTRALIAN PHOTOGRAPHIC COLLECTORS' SOCIETY INC (A0016888V),97.0
562,Australian Photographic Society Inc,Leisure group,3.0,1962.0,NSW,,arts and cultural,22688698261.0,Active,AUST PHOTOGRAPHIC SOCIETY INC,100.0
563,Australian Physiotherapy Association,Professional group,40.0,1906.0,VIC,human health and social work activities,occupational association,89004265150.0,Active,AUSTRALIAN PHYSIOTHERAPY ASSOCIATION,100.0
